Tower_ID,temperature_c,battery_health,Power_Consumption_W,signal_drop_rate,Fan_Speed_RPM,Humidity_Percent,Traffic_Load,Tower_Age_Years,hardware_failure
5051,52.3,42.31,1521,60,1567,78,4425,7,1
5052,65.8,51.19,2776,98,2694,80,3283,15,1
5053,52.9,47.77,2847,99,1591,76,2727,15,0
5054,60.5,50.09,2663,48,1973,35,1062,11,1
5055,50.9,48.15,1537,46,1394,26,2042,3,1
5056,33,46.04,2140,59,1614,44,3248,1,0
5057,60.5,53.82,2571,100,1593,39,2049,2,1
5058,20.4,49.41,2742,52,3278,59,286,7,1
5059,41.9,48.24,2853,62,3500,76,3909,11,0
5060,67.8,47.55,2057,60,2102,85,3718,12,1
5061,24.5,50.56,783,52,2719,57,1431,12,1
5062,54.8,46.9,2449,85,2480,95,1171,10,0
5063,54.6,45.47,1200,50,808,35,473,3,1
5064,42.9,48.25,2974,96,2368,50,1129,1,0
5065,69.7,45.63,998,50,1795,86,1662,10,1
5066,46.5,46.92,661,45,3288,69,4725,5,1
5067,57.1,51.98,584,96,2444,69,4569,14,1
5068,22.1,52.69,1788,82,1135,30,1089,1,1
5069,26.2,44.49,2778,74,987,92,455,7,1
5070,26.8,45.05,1587,42,1137,61,2431,7,1
5071,69.8,47.24,1794,44,3318,95,641,7,1
5072,26.2,48.25,1003,75,1226,88,3404,15,0
5073,62.3,47.36,1372,67,2257,79,2208,13,1
5074,47,46.91,1526,83,2324,38,3787,9,0
5075,65.6,47.48,1595,81,3217,53,1281,8,1
5076,61.9,47.59,2664,63,1834,36,2277,4,1
5077,57.1,49.62,970,44,974,61,1672,6,1
5078,59.3,43.11,1382,66,2378,41,1756,11,1
5079,50.1,47.03,1645,80,3074,41,2540,6,0
5080,42.8,45.11,2284,73,2091,64,3962,13,0
5081,28.9,44.63,2217,99,1429,46,3381,14,1
5082,41.2,42.7,2192,44,1912,37,211,10,1
5083,64.4,52.59,1380,59,2086,94,2475,8,1
5084,20.5,51.23,1708,61,3488,38,3939,1,0
5085,59.4,50.17,2055,79,1805,58,1318,8,1
5086,26.7,47.74,2155,64,1083,64,3781,6,1
5087,63.8,45.01,838,86,2253,58,1045,7,1
5088,38.4,48.75,527,89,1179,61,3452,5,1
5089,57.4,46.57,1872,42,1200,67,3190,8,1
5090,41.7,46.4,2410,52,3073,37,4002,4,1
5091,20.1,53.48,1232,87,2816,78,492,13,0
5092,23.1,51.86,654,95,3046,24,2900,12,0
5093,45.7,53.42,2602,41,2420,92,1526,7,1
5094,20.4,44.49,1967,99,2181,64,4919,15,1
5095,35.6,51.85,2380,68,1899,55,694,14,0
5096,50.6,42.89,2539,71,3141,53,3455,14,1
5097,48.6,52.54,749,65,2100,57,1232,6,0
5098,23.9,45.47,2008,62,3403,51,4258,8,0
5099,52.5,49.63,1866,58,1049,24,1606,14,1
5100,32.2,53.16,741,63,1091,64,4872,3,1
5101,33.3,46.64,2142,92,2933,87,3737,1,0
5102,41.1,47.16,992,88,3139,32,3820,6,0
5103,35,53.69,1758,58,2395,70,453,13,0
5104,32.4,53.4,2387,51,2095,64,4918,8,1
5105,49.2,46.31,2995,66,811,84,2041,5,1
5106,66.3,45.05,2903,41,1408,63,3028,2,1
5107,32.1,43.9,1659,100,2060,85,1847,13,1
5108,25,52.03,511,49,855,49,248,12,1
5109,57,53.33,2507,68,3015,23,192,6,1
5110,42.4,53.69,973,73,2028,40,1676,10,0
5111,42.1,52.35,910,69,2890,22,4944,13,0
5112,30.2,50.33,2044,87,1856,76,2157,2,0
5113,42.5,47.51,624,58,3274,53,2078,3,0
5114,25.4,52.52,2924,46,3242,63,2773,2,1
5115,23.5,52.02,1232,66,2359,92,1738,5,0
5116,68.4,44.97,1849,40,1093,88,4490,10,1
5117,47.8,48.69,626,94,3104,64,4692,5,0
5118,65.1,47.24,988,85,2184,78,227,11,1
5119,44.4,45.86,2295,59,1915,93,587,10,0
5120,30.8,52.01,1753,41,3090,49,2163,8,1
5121,69,45.19,2898,71,3149,45,1188,13,1
5122,42,52.7,1327,92,1064,92,340,7,1
5123,51.2,43.37,865,99,1140,50,1669,11,1
5124,41.7,42.92,2495,56,1649,30,3885,2,1
5125,60.8,53.61,1812,56,2264,37,2081,4,1
5126,36.8,46.13,1255,97,1953,92,607,5,0
5127,20.9,42.96,2512,61,1097,61,3563,1,1
5128,67.7,43.62,1884,85,1850,33,1372,7,1
5129,29.3,49.47,1000,94,830,39,1493,13,1
5130,26.8,48.28,1453,66,2608,47,1940,13,0
5131,53.7,49.73,2005,75,2808,72,4606,14,0
5132,55.1,49.02,1445,66,3298,33,416,13,1
5133,66.9,50.98,659,46,3492,66,2829,7,1
5134,22.8,53.68,2518,87,3474,93,2291,5,0
5135,42.7,48.05,1602,90,1551,89,4280,13,0
5136,31.8,52.82,1869,58,3475,59,3042,11,0
5137,37,44.17,1486,52,1836,71,4376,9,1
5138,46.8,43.85,1502,59,2441,60,1679,8,1
5139,60.7,44.34,1682,65,1389,25,4141,9,1
5140,51.6,51.44,1969,71,1163,88,401,10,1
5141,61.8,47.44,993,48,3364,48,4899,3,1
5142,57.2,43.01,2469,93,3031,80,3672,2,1
5143,49.8,53.5,1864,76,1180,56,3313,9,1
5144,57.5,51.61,2356,86,2546,91,1675,15,1
5145,62.2,42.97,2530,75,2583,62,4831,11,1
5146,32,50.91,2930,79,3102,94,3397,7,0
5147,33.1,50.58,1009,59,1794,56,396,8,0
5148,41.1,51.02,2738,78,3205,45,232,5,0
5149,34.9,42.25,633,41,2329,24,2637,7,1
5150,26.6,49.14,2398,92,2626,73,1464,3,0
5151,49.4,42.72,1044,58,1486,47,4687,1,1
5152,22.7,48.1,1104,67,2037,57,378,2,0
5153,59.6,53.74,2650,88,3488,28,1242,4,1
5154,40.4,50.92,2110,88,3279,65,358,9,0
5155,55.3,53.79,1159,73,2536,69,3039,13,1
5156,22,43.15,2657,45,1360,87,4741,15,1
5157,21.1,51.73,2930,55,1295,73,602,8,0
5158,44.1,51.5,2073,99,3117,31,3389,6,0
5159,50.3,46.2,1656,41,3024,43,3805,11,1
5160,58.4,53.14,1050,68,1801,34,1762,15,1
5161,58.4,42.16,531,45,1220,44,1050,3,1
5162,38.7,45.48,2846,71,1504,42,3051,14,0
5163,39.1,46.73,1059,75,2767,71,2049,9,0
5164,32.7,46.9,2169,84,1232,47,3697,2,0
5165,58.8,42.59,511,80,2200,53,4440,8,1
5166,38.4,42.74,2857,100,1954,63,2767,1,1
5167,31.4,44.28,2521,82,2636,68,4231,10,1
5168,52.8,43.47,1583,48,1208,43,795,5,1
5169,43.5,45.18,1201,86,1770,70,3234,11,0
5170,65.1,51.12,1268,57,923,53,1039,1,1
5171,69.1,50.87,2868,67,2742,38,2423,11,1
5172,55.5,44.63,1446,68,2544,27,3023,13,1
5173,50.4,50.9,1991,67,856,88,4268,8,1
5174,64.9,48.69,2620,57,869,56,3595,13,1
5175,42.4,45.75,1663,74,2752,44,155,13,0
5176,65.9,50.14,1587,40,3318,66,1571,14,1
5177,55,43.81,1435,87,3333,63,3068,8,1
5178,42.9,50.57,1259,42,3387,45,1219,11,1
5179,20.7,42.4,2073,96,2460,48,607,12,1
5180,38.5,42.66,2931,72,2383,41,4360,3,1
5181,28.9,50.43,2129,72,2177,90,1779,7,0
5182,25.4,47.94,1429,53,1278,30,2951,11,1
5183,62.3,50.19,1016,83,2396,89,2816,13,1
5184,65.1,49.65,1575,46,2885,53,1586,3,1
5185,62,48.06,1046,95,2044,90,4599,3,1
5186,64.9,50.94,704,96,1270,54,1247,6,1
5187,50.3,43.98,2400,53,2213,40,1709,10,1
5188,56.2,53.05,1937,80,1134,87,2889,7,1
5189,51.9,43.25,2945,48,1676,91,4138,7,1
5190,37.8,51.54,2967,54,3296,27,2726,14,1
5191,59.9,43.83,2736,57,1311,47,3875,14,1
5192,29.7,52.41,2606,50,2942,77,3647,4,1
5193,33.9,42.68,1632,76,1708,66,376,5,1
5194,25,50.99,1604,70,3185,64,467,5,0
5195,53.5,43.95,2687,87,3373,82,3908,1,1
5196,49.7,45.92,2238,70,1243,37,4372,15,0
5197,49.3,49.19,1222,90,3290,44,3602,14,0
5198,25.6,44.93,2634,70,2665,94,2521,8,1
5199,22.7,53.75,2260,100,3356,49,4220,10,0
5200,45.6,51.5,2942,40,1417,64,4239,3,1
5201,66.9,51.48,1999,65,2372,78,2893,2,1
5202,36,50.97,2732,93,2353,79,1667,9,0
5203,65.2,51.53,519,93,1493,61,401,1,1
5204,39.3,47.7,2282,53,3439,80,3159,15,1
5205,26.5,53.24,2229,91,2822,38,4960,3,0
5206,58,52.45,2089,78,1078,71,1327,6,1
5207,49.9,50.58,968,46,3183,64,4236,9,1
5208,37.3,51.26,642,93,1655,40,3488,10,0
5209,35.3,42.79,2778,63,2281,36,3365,3,1
5210,58,47.62,2365,56,2125,31,872,14,1
5211,46.2,47.33,1650,67,1545,42,3879,8,0
5212,60.1,43.33,1828,92,1469,26,1644,12,1
5213,23.3,44.8,1850,59,2106,92,4505,14,1
5214,63.3,48.79,2980,96,1222,93,2411,9,1
5215,20.5,47.86,1362,98,1013,81,2809,11,1
5216,44.1,50,1672,98,1712,27,3767,9,0
5217,20.6,49.32,2147,72,3328,89,917,15,0
5218,38.9,45.72,1611,62,3196,25,4046,12,0
5219,40.6,51.37,2366,55,1633,29,3492,6,0
5220,46.8,47.42,1918,53,2789,43,2574,3,1
5221,41.6,46.15,753,53,2594,91,635,2,1
5222,31.9,46.11,2264,68,2108,51,3276,11,0
5223,62.5,44.76,2596,67,1124,27,4615,13,1
5224,50.1,44.29,659,56,1754,36,1369,11,1
5225,26.2,50.63,622,43,1125,77,484,10,1
5226,60.7,52.45,2325,46,823,75,520,10,1
5227,32.1,52.06,2756,42,1403,65,3678,6,1
5228,33.1,42.21,759,44,3166,52,725,5,1
5229,65,52.93,1871,60,1357,40,4776,12,1
5230,63.4,48.01,2150,62,1812,92,1924,15,1
5231,30.9,52.85,2062,54,1430,78,4437,7,1
5232,28.1,45.43,2158,61,1676,40,4831,4,0
5233,38.6,46.4,1175,40,2549,42,4344,8,1
5234,65.7,52.51,2684,41,3379,84,3664,7,1
5235,51.4,50.25,1304,99,1159,79,2079,11,1
5236,62.1,43.22,2982,86,2538,32,524,10,1
5237,63.2,48.73,2633,72,968,67,464,14,1
5238,36.2,50.05,1133,59,3467,75,1086,8,0
5239,24.5,42.94,2944,48,2003,57,3225,13,1
5240,27.1,50.16,2693,55,1884,71,4484,8,0
5241,53.9,47.07,1542,86,2289,39,4161,5,0
5242,49.5,49.81,1535,88,3395,21,3055,15,0
5243,38.3,44.69,681,97,1489,35,4808,4,1
5244,40.8,51.07,530,49,803,67,395,11,1
5245,64.7,47.47,2445,51,2900,70,223,8,1
5246,32.7,47.16,2191,95,1715,61,1561,11,0
5247,62.3,51.48,949,89,2949,48,1805,13,1
5248,64.3,42.83,2740,97,2582,39,2713,5,1
5249,41.5,53.56,2788,72,2818,37,2524,12,0
5250,69.2,42.27,1013,83,2218,82,201,4,1
5251,40.1,46.09,714,71,1193,82,4254,8,1
5252,34.4,46.85,1526,99,3483,70,2030,1,0
5253,67.6,43.64,1416,67,2168,28,3311,14,1
5254,35,42.8,2148,42,1068,90,4214,12,1
5255,40,49.19,2542,86,2716,75,4220,5,0
5256,68.5,42.86,2202,57,2585,28,1743,14,1
5257,37.5,43.62,844,48,1270,62,928,4,1
5258,37,50.06,1532,43,1518,76,2812,9,1
5259,32.2,45.46,2126,77,1159,27,2693,6,1
5260,57.8,51.29,903,57,1082,94,4686,14,1
5261,44.7,46.29,2057,54,1705,59,2336,15,1
5262,34.3,47.57,2594,48,2711,30,1972,9,1
5263,24.9,52.4,2615,65,1985,95,2766,11,0
5264,46.2,50.23,1523,56,2776,38,971,8,0
5265,52.3,46.85,2475,87,2733,71,1611,11,0
5266,56.6,52.36,2432,41,1423,24,4601,5,1
5267,56.8,51.81,2210,48,2091,27,3587,15,1
5268,58.1,53.95,2974,43,2152,70,1109,10,1
5269,50.7,47.89,748,96,2512,44,4983,15,0
5270,21.5,42.77,1553,72,3443,31,934,13,1
5271,44,46.81,2177,77,1417,42,3463,5,0
5272,54.1,52.21,2343,82,2998,37,1154,4,0
5273,35.6,42.82,1402,60,2464,77,1832,7,1
5274,41.3,44.01,2745,46,1182,26,3137,14,1
5275,25.3,52.43,1819,47,2060,31,1965,7,1
5276,50.3,44.66,1461,76,3190,86,4889,4,1
5277,51.5,51.37,1800,50,3254,30,1335,13,1
5278,51.1,42.12,2670,65,2700,30,706,11,1
5279,30,46.72,809,87,1436,37,2779,5,0
5280,42,49.24,2023,97,1456,71,2442,2,0
5281,37.1,44.48,2829,69,2204,77,719,3,1
5282,35.1,50.42,1826,62,1240,52,918,8,0
5283,58.7,50.2,2295,46,3145,50,3716,3,1
5284,30.8,42.93,633,87,1505,29,2881,8,1
5285,61.2,46.33,1386,89,1073,75,2388,3,1
5286,28.1,44.51,2389,88,2617,39,4658,13,1
5287,50.7,49.75,2490,43,3258,53,3180,10,1
5288,36.6,44.2,2454,85,2012,58,2525,9,1
5289,61.8,42.19,1352,44,2659,46,1541,9,1
5290,22,48.05,2332,49,976,47,4937,9,1
5291,26.1,53.75,2409,44,2777,56,2436,14,1
5292,36.4,48.56,724,55,2137,51,394,9,0
5293,62.8,51.29,2142,59,2774,76,1380,8,1
5294,53.7,53.17,2114,59,2415,62,2903,11,0
5295,37.3,51.27,2013,41,804,52,1407,8,1
5296,30.8,47.76,555,42,2541,78,3202,10,1
5297,55.5,51.96,2483,72,1626,71,1175,12,1
5298,66.2,52.11,1167,64,3085,43,4076,11,1
5299,38.9,52.21,1153,43,2052,68,2948,3,1
5300,28.5,48.12,515,92,2056,42,2671,10,0
5301,29.2,45.98,627,57,2602,45,4678,5,0
5302,29.1,44,2641,46,1432,37,4060,4,1
5303,22.7,52.68,2620,64,2227,44,4741,15,0
5304,49.6,49.47,2129,48,1895,69,3207,7,1
5305,43.9,52.94,2407,43,3100,66,3429,11,1
5306,34.3,49.88,2850,56,3237,80,3465,5,0
5307,64.4,45.58,1416,56,2871,54,4329,3,1
5308,46.5,53.85,1158,47,3212,43,3549,12,1
5309,45.3,43.25,1271,90,2960,69,4705,3,1
5310,60.7,49.45,1893,50,3212,54,2407,14,1
5311,29,53.09,1461,81,2676,54,3273,5,0
5312,51,45.03,1973,84,2856,45,2639,13,0
5313,63.6,46.78,2499,97,2744,21,591,10,1
5314,56.7,50.97,2438,67,2335,77,2120,2,1
5315,54.8,47.95,2827,84,1240,94,3665,11,0
5316,56,44.14,1596,43,1903,85,887,3,1
5317,58.9,43.01,1166,69,2696,23,4626,4,1
5318,21.4,53.96,2164,88,2968,62,1452,2,0
5319,66.2,52.3,2575,44,1935,35,3062,7,1
5320,26,50.22,2618,76,2429,65,2485,2,0
5321,58.1,42.38,1610,95,1264,35,1294,9,1
5322,25,51.06,1059,81,816,48,3155,5,1
5323,38.2,49.58,2488,91,3317,52,3920,7,0
5324,69.9,53.36,2018,56,1207,57,1170,12,1
5325,25,49.3,2010,64,3191,93,3599,3,0
5326,51.6,51.09,1775,75,1334,90,3262,10,0
5327,37,50.61,1105,58,3369,62,4863,8,0
5328,56.4,46.04,1123,70,1829,77,2156,9,1
5329,37.4,50.39,799,63,2005,68,4808,12,0
5330,33.5,53.2,1870,83,1804,50,1664,8,0
5331,32,46.02,602,60,2561,36,397,15,0
5332,38.3,49.56,773,98,1014,32,3827,15,1
5333,27.1,42.86,1196,79,2503,49,4661,4,1
5334,32.5,47.09,1924,59,2146,51,791,4,0
5335,42.9,48.77,578,67,2342,76,3942,10,0
5336,46.8,47.24,577,42,2900,76,2673,3,1
5337,60.9,51.48,2488,55,3202,46,2316,11,1
5338,52,48.92,671,74,2978,44,2651,12,0
5339,40.7,49.37,2875,47,1059,80,291,7,1
5340,46.5,46.5,1505,93,2648,85,1231,12,0
5341,30.5,49.02,1916,75,3013,75,4080,14,0
5342,20.6,44.67,695,68,937,23,4379,14,1
5343,58.5,51.62,774,62,1387,47,1439,14,1
5344,34.7,42.14,2276,88,2386,32,814,2,1
5345,47.8,49.97,894,80,3140,76,1551,1,0
5346,35.7,51.11,2598,94,1012,79,446,15,1
5347,28.5,52.29,2914,80,3427,74,3539,9,0
5348,53.8,49.88,1224,69,2317,76,3009,7,0
5349,23,42.11,2744,80,1266,60,1464,11,1
5350,42.8,42.81,1902,60,2969,26,3195,6,1
5351,20.1,51.22,2924,67,2054,91,1701,6,0
5352,43.3,47.42,2850,46,1209,51,910,3,1
5353,61.7,44.92,2287,59,1710,54,4975,11,1
5354,64.7,46.96,624,53,3053,38,2251,8,1
5355,69.1,52.96,1455,60,2598,66,2513,11,1
5356,51.4,44.61,2394,86,3329,61,1651,4,1
5357,59.5,50.15,1804,96,3408,40,403,14,1
5358,65.4,48.7,2114,60,3482,74,893,8,1
5359,45.2,50.74,2508,77,865,34,4374,1,1
5360,61,43.98,830,86,1270,62,3765,5,1
5361,29.4,48.41,2490,50,2259,62,742,6,1
5362,53.1,48.8,1981,64,3325,58,4382,13,0
5363,35.6,46.8,1797,94,2941,78,4136,5,0
5364,35.3,52.45,831,57,3329,69,2763,2,0
5365,50.6,42.07,1323,71,3239,42,4020,11,1
5366,28.4,48.75,578,71,3445,89,4437,7,0
5367,58.3,52.27,2029,66,987,23,1524,7,1
5368,27.4,46.33,682,64,3112,60,3827,3,0
5369,45.5,43.27,2471,44,2640,30,1963,7,1
5370,25.1,51.9,1418,74,2541,40,2846,14,0
5371,21.5,42.24,1846,95,1072,26,4258,15,1
5372,45.9,43.6,2123,74,3093,60,3823,13,1
5373,39.9,53.02,1061,49,1975,76,2503,1,1
5374,39.4,52.86,854,69,1649,84,2816,10,0
5375,42.8,53.49,2233,50,1239,85,4662,11,1
5376,53.5,46.64,1038,89,3194,85,1145,13,0
5377,44.7,52.01,2789,49,2310,59,217,13,1
5378,25.1,52.37,976,51,1601,34,3627,3,1
5379,48.3,53.65,2730,52,2734,62,4887,11,1
5380,64.6,47.97,652,42,3488,70,947,3,1
5381,52.3,42.64,1111,67,2896,80,4274,2,1
5382,47.2,50.09,1757,60,2356,71,2405,15,0
5383,35.2,49.14,664,75,1393,76,1457,2,0
5384,33.2,48.12,1109,62,1269,50,3138,6,0
5385,27.5,43.82,1888,92,3087,29,4164,2,1
5386,48.3,46.37,660,40,907,85,269,12,1
5387,35.1,49.74,1092,61,1776,34,1972,10,0
5388,24.7,42.82,1759,57,2958,88,1880,5,1
5389,44.9,43.52,1533,90,2637,50,3151,15,1
5390,32.2,50.44,602,73,2292,56,2011,1,0
5391,21.7,45.43,2980,42,3037,28,699,9,1
5392,48.9,42.13,2385,75,1264,40,1802,9,1
5393,31.5,43.14,1435,73,3425,41,4726,14,1
5394,49.6,42.2,2425,49,1382,33,4209,14,1
5395,22,42.06,2941,100,2146,66,1424,11,1
5396,42.6,44.57,1790,53,2483,58,194,9,1
5397,36.7,46.73,670,93,3136,53,1931,5,0
5398,68.8,52.97,2280,79,814,33,1348,15,1
5399,30.1,52.2,2846,45,2698,27,3576,5,1
5400,48.7,53.94,1288,86,3151,95,1185,14,0
5401,30.9,50,1374,96,2950,82,2426,15,0
5402,63.8,49.89,560,47,2136,38,3711,2,1
5403,39.7,51.41,1027,69,2432,41,905,2,0
5404,43.7,43.33,1650,83,2877,58,1349,12,1
5405,54,42.33,648,41,2037,23,2900,9,1
5406,54.4,48.62,2319,84,3380,60,3162,2,0
5407,42.4,53.26,1932,64,2388,67,2918,11,0
5408,67,49.91,1409,78,1672,90,1869,9,1
5409,59.3,52.07,1974,49,1848,75,3452,12,1
5410,38.7,50.43,2015,93,958,74,2686,8,1
5411,35.9,49.77,1601,85,3085,80,3412,6,0
5412,40.2,46.74,1179,67,1954,61,675,12,0
5413,26.2,50.47,2084,47,2420,90,3394,6,1
5414,20.3,52,2770,57,1181,32,450,7,1
5415,49.2,43.25,1073,98,3027,79,2091,3,1
5416,25.4,45.34,1633,66,2009,85,671,11,0
5417,69.9,48.63,1705,82,2292,46,205,8,1
5418,44.8,43.42,561,51,3499,35,877,3,1
5419,68.5,42.43,1388,63,2308,69,2196,11,1
5420,69.8,48.2,2157,60,1596,48,4535,12,1
5421,33,46.04,789,76,3464,57,2788,2,0
5422,41.1,48.8,648,49,824,21,4139,7,1
5423,60.1,53.59,2499,65,1309,92,937,3,1
5424,55.5,49.24,1400,80,2707,63,1941,5,1
5425,43.8,52.99,2844,44,2405,76,2315,14,1
5426,48.6,47.3,1824,81,2642,76,317,8,0
5427,50.9,45.28,2029,80,2496,94,525,10,0
5428,30.5,46.86,2006,79,2435,93,3716,5,0
5429,65.2,42.42,2520,51,1050,60,3126,13,1
5430,46.5,52.14,2206,75,1236,62,3978,1,0
5431,35.8,48.34,2645,77,2049,68,3342,7,0
5432,42.3,51.37,2688,84,3222,62,3877,5,0
5433,51.7,46.9,2309,89,2450,54,1263,1,0
5434,49.5,53.81,2746,59,2827,86,2890,7,0
5435,33.6,43.31,1793,75,1620,34,759,9,1
5436,28.4,44.81,2202,77,2898,24,4031,7,1
5437,56.2,48.35,2045,100,918,57,3507,8,1
5438,34.6,51.6,1728,40,2471,34,2017,13,1
5439,37.2,51.36,823,87,1340,21,1011,2,0
5440,39.7,50.58,1298,75,1145,77,4950,14,1
5441,48.1,45.48,2096,81,2256,47,634,5,0
5442,41,51.59,2016,54,2225,51,910,2,1
5443,59.3,51.47,2340,58,855,76,4745,12,1
5444,33.3,50.45,2813,94,2838,75,838,11,0
5445,32.7,43.65,1179,73,828,93,2310,15,1
5446,57.3,51.69,1569,45,2410,86,2718,5,1
5447,68.5,52.98,1668,42,2291,86,357,13,1
5448,35,45.76,1038,85,2072,76,1336,9,0
5449,40.9,53,1490,99,2457,64,4562,6,0
5450,42.8,43.86,2241,56,1957,39,183,6,1
5451,61.6,53.76,2211,70,1428,29,4207,1,1
5452,40.4,50.27,2106,69,2456,76,3685,5,0
5453,38,49.84,2551,96,1050,20,4166,2,1
5454,34.3,47.34,1624,62,1085,59,3247,8,1
5455,67.2,50.52,2490,46,1529,89,3286,7,1
5456,63.8,45.66,2479,93,2252,93,3804,14,1
5457,65.2,44.52,581,93,2114,82,4930,14,1
5458,59.3,47.64,1123,52,2590,31,782,3,1
5459,41,48.35,1851,44,1752,71,2440,15,1
5460,27,48.07,778,59,2826,72,2207,2,0
5461,47.4,47.29,1135,100,2412,40,858,13,0
5462,27,46.85,944,70,1132,90,3911,5,1
5463,51.2,45.11,1337,48,2284,26,2803,1,1
5464,42,47.97,1744,83,3304,87,3989,4,0
5465,44.3,51.71,2328,66,1833,66,1591,15,0
5466,52,44.92,2058,60,1900,63,688,11,1
5467,52.5,44.07,2680,74,3488,46,3914,1,1
5468,47.9,47.21,1590,78,2924,92,3898,5,0
5469,48.3,42.16,1534,61,2259,85,868,11,1
5470,45.5,49.98,1832,93,2233,57,1241,8,0
5471,61.5,46.47,1191,45,1518,50,3970,14,1
5472,31.8,53.88,1276,73,3204,95,2943,11,0
5473,27.3,45.38,688,56,1169,22,715,9,1
5474,53.9,50.99,2696,97,2233,95,1607,4,0
5475,24.6,50.64,2903,95,2442,70,269,15,0
5476,55.1,43.5,2749,80,2198,72,1302,9,1
5477,60.3,52.51,2174,57,3360,27,4758,1,1
5478,61.7,46.38,1936,73,2558,95,3611,12,1
5479,48.6,48.89,2681,91,965,28,466,14,1
5480,33.5,53.65,1871,60,956,31,4436,5,1
5481,39.7,43.75,1980,41,3301,73,4100,4,1
5482,58.1,53.43,2012,100,3083,60,3609,2,1
5483,60.9,45.52,1044,57,1266,27,4276,1,1
5484,66.1,50.83,1153,57,2407,80,2866,4,1
5485,32.8,47.21,2417,74,1637,65,3208,6,0
5486,50.6,49.94,2152,64,970,94,4401,8,1
5487,33.8,45.75,1802,82,3344,92,773,14,0
5488,43.4,43.82,2928,86,3236,55,3685,8,1
5489,28.1,45.62,1934,64,2867,85,4831,4,0
5490,55.9,52.79,1283,48,2856,52,375,2,1
5491,36,48.59,1264,90,1081,87,3279,8,1
5492,33,43.53,614,58,3047,54,2985,15,1
5493,52,46.81,2924,59,1511,39,1958,4,0
5494,34.2,44.38,584,98,1752,26,2387,3,1
5495,52.7,50.61,1644,76,1021,50,2489,5,1
5496,28.2,51.88,2045,89,1909,87,1158,4,0
5497,23.8,44.49,2265,65,1445,30,2397,1,1
5498,40.1,47.19,2052,95,1581,49,615,6,0
5499,35.7,47.82,1733,76,1757,79,1177,14,0
5500,38,44.96,1433,41,3066,52,2995,7,1
5501,23.6,52.78,962,50,2029,86,1393,3,1
5502,52.2,52.53,2901,67,2637,26,4816,11,0
5503,68.9,42.34,1279,98,1001,28,128,1,1
5504,47.8,48.05,699,68,2480,61,2095,6,0
5505,56.5,49.02,2467,83,3264,91,3862,8,1
5506,35,48.27,1585,61,2029,20,4310,9,0
5507,28.8,48.14,1088,84,1678,66,3848,13,0
5508,35.3,48.11,626,65,1500,21,3038,3,0
5509,60,48.81,1485,56,2691,71,3778,4,1
5510,63.7,49.61,2390,80,3477,79,423,2,1
5511,22.8,50.61,605,42,853,59,3756,11,1
5512,36.9,46.98,2755,90,891,23,558,8,1
5513,56.1,50.15,1935,95,2396,85,1971,14,1
5514,68.6,51.95,2557,81,1621,24,4851,15,1
5515,39.1,46.09,2755,79,2935,62,3421,8,0
5516,54.4,46.4,1148,92,3135,30,3040,11,0
5517,38.3,44.62,1583,75,2016,69,4828,4,1
5518,30.3,51.38,1032,66,2521,60,4336,10,0
5519,34.7,48.75,1886,73,2619,74,1067,5,0
5520,33.2,49.19,1513,66,1777,41,3768,15,0
5521,48.5,49.21,1113,44,1404,31,2370,3,1
5522,51.4,47.92,861,42,3004,78,2326,5,1
5523,36.9,53.9,1963,50,1585,53,1416,14,1
5524,39.2,44.86,1398,86,3490,64,3874,3,1
5525,69.2,51.22,1396,98,3116,20,3496,5,1
5526,51.5,48.89,1495,94,3010,72,3041,13,0
5527,27,51.76,1892,49,1078,38,1326,5,1
5528,59.1,51.89,780,94,1191,90,3327,3,1
5529,45.8,52.4,2977,44,1374,44,269,13,1
5530,21.9,42.54,666,78,1356,47,4579,1,1
5531,41.3,47.01,1287,89,1155,67,831,9,1
5532,41.2,44.9,1598,47,2130,70,4309,8,1
5533,39.4,48.49,2577,63,2044,80,1446,4,0
5534,44.7,53.34,2328,69,2729,93,1709,15,0
5535,39.1,44.12,1262,87,1395,65,2449,6,1
5536,67.6,47.84,1466,50,3230,40,615,1,1
5537,50.9,48.4,1305,94,3263,27,1173,14,0
5538,45.9,42.24,1419,97,1460,93,553,3,1
5539,58.1,47.83,2711,48,1202,79,617,3,1
5540,46.5,52.06,2598,51,2472,26,1319,4,1
5541,48.3,51.58,2744,85,886,77,1752,4,1
5542,39.3,53.68,2792,99,2027,55,4188,14,0
5543,39.1,52.66,1855,79,2317,91,1319,14,0
5544,59.6,48.43,2748,82,2754,58,4076,2,1
5545,63.2,52.01,1134,74,2059,72,3193,8,1
5546,33,43.43,1375,48,1581,75,3806,13,1
5547,61,50.17,584,94,2121,90,3972,14,1
5548,48.3,49.62,2188,46,849,38,699,12,1
5549,63.7,51.44,2105,74,2260,84,4873,12,1
5550,55.9,47.44,1020,87,2404,20,1197,4,1
5551,26.4,45.37,1500,55,911,27,3426,5,1
5552,35.1,51.65,858,77,2294,38,2682,8,0
5553,34,44.02,2921,86,1502,20,2747,12,1
5554,24,49.13,1786,90,1743,73,1356,9,0
5555,62.2,50.75,2836,68,3251,22,4936,2,1
5556,61.6,47.28,968,93,1452,73,4720,1,1
5557,44.8,48.8,984,95,2661,31,3179,4,0
5558,69.7,42.49,777,67,2487,95,777,15,1
5559,58,44.5,685,56,2884,37,2342,8,1
